repo	milestone	round	issue_slug	title	size	depends_on	files_touched	notes
paideia-os	r35-thunderbolt	R35	R35-M8-001	R35.M8-001 Multi-host arbitration (host router handshake) #1	M	R35-M1-001	src/kernel/drivers/tb4/arbitration.pdx	Multi-host arbitration (host router handshake) (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M8-002	R35.M8-002 Multi-host arbitration (host router handshake) #2	M	R35-M1-001	src/kernel/drivers/tb4/arbitration.pdx	Multi-host arbitration (host router handshake) (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M8-003	R35.M8-003 Multi-host arbitration (host router handshake) #3	M	R35-M1-001	src/kernel/drivers/tb4/arbitration.pdx	Multi-host arbitration (host router handshake) (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M9-001	R35.M9-001 DP-alt-mode negotiation over TB #1	M	R35-M1-001	src/kernel/drivers/tb4/dp_alt.pdx	DP-alt-mode negotiation over TB (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M9-002	R35.M9-002 DP-alt-mode negotiation over TB #2	M	R35-M1-001	src/kernel/drivers/tb4/dp_alt.pdx	DP-alt-mode negotiation over TB (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M9-003	R35.M9-003 DP-alt-mode negotiation over TB #3	M	R35-M1-001	src/kernel/drivers/tb4/dp_alt.pdx	DP-alt-mode negotiation over TB (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M10-001	R35.M10-001 Trusted-device fingerprint enrolment (R12 UX) #1	M	R35-M1-001	src/user/dma_consent/enrol.pdx	Trusted-device fingerprint enrolment (R12 UX) (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M10-002	R35.M10-002 Trusted-device fingerprint enrolment (R12 UX) #2	M	R35-M1-001	src/user/dma_consent/enrol.pdx	Trusted-device fingerprint enrolment (R12 UX) (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M11-001	R35.M11-001 QEMU synth-CM fixture + T14 hw-smoke-r35.md #1	M	R35-M1-001	tools/hw-smoke-r35.md	QEMU synth-CM fixture + T14 hw-smoke-r35.md (auto-scaffold; refine at body-drafting)
paideia-os	r35-thunderbolt	R35	R35-M11-002	R35.M11-002 QEMU synth-CM fixture + T14 hw-smoke-r35.md #2	M	R35-M1-001	tools/hw-smoke-r35.md	QEMU synth-CM fixture + T14 hw-smoke-r35.md (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M1-001	R36.M1-001 Display engine MMIO + KIND_DISPLAY_ENGINE #1	M	R22 PCIe	src/kernel/drivers/i915_display/engine.pdx	Display engine MMIO + KIND_DISPLAY_ENGINE (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M1-002	R36.M1-002 Display engine MMIO + KIND_DISPLAY_ENGINE #2	M	R36-M1-001	src/kernel/drivers/i915_display/engine.pdx	Display engine MMIO + KIND_DISPLAY_ENGINE (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M1-003	R36.M1-003 Display engine MMIO + KIND_DISPLAY_ENGINE #3	M	R36-M1-001	src/kernel/drivers/i915_display/engine.pdx	Display engine MMIO + KIND_DISPLAY_ENGINE (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M2-001	R36.M2-001 CDCLK programming + PLL #1	M	R36-M1-001	src/kernel/drivers/i915_display/cdclk.pdx	CDCLK programming + PLL (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M2-002	R36.M2-002 CDCLK programming + PLL #2	M	R36-M1-001	src/kernel/drivers/i915_display/cdclk.pdx	CDCLK programming + PLL (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M2-003	R36.M2-003 CDCLK programming + PLL #3	M	R36-M1-001	src/kernel/drivers/i915_display/cdclk.pdx	CDCLK programming + PLL (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M3-001	R36.M3-001 Pipes + planes + transcoders + DDIs + KIND_DISPLAY_PLANE #1	M	R36-M1-001	src/kernel/drivers/i915_display/pipe.pdx	Pipes + planes + transcoders + DDIs + KIND_DISPLAY_PLANE (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M3-002	R36.M3-002 Pipes + planes + transcoders + DDIs + KIND_DISPLAY_PLANE #2	M	R36-M1-001	src/kernel/drivers/i915_display/pipe.pdx	Pipes + planes + transcoders + DDIs + KIND_DISPLAY_PLANE (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M3-003	R36.M3-003 Pipes + planes + transcoders + DDIs + KIND_DISPLAY_PLANE #3	M	R36-M1-001	src/kernel/drivers/i915_display/pipe.pdx	Pipes + planes + transcoders + DDIs + KIND_DISPLAY_PLANE (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M4-001	R36.M4-001 Atomic modeset transaction + KIND_MODESET_TXN #1	M	R36-M1-001	src/kernel/drivers/i915_display/modeset.pdx	Atomic modeset transaction + KIND_MODESET_TXN (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M4-002	R36.M4-002 Atomic modeset transaction + KIND_MODESET_TXN #2	M	R36-M1-001	src/kernel/drivers/i915_display/modeset.pdx	Atomic modeset transaction + KIND_MODESET_TXN (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M4-003	R36.M4-003 Atomic modeset transaction + KIND_MODESET_TXN #3	M	R36-M1-001	src/kernel/drivers/i915_display/modeset.pdx	Atomic modeset transaction + KIND_MODESET_TXN (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M5-001	R36.M5-001 eDP + HDMI + DP-alt output routing + KIND_DISPLAY_OUTPUT #1	M	R36-M1-001	src/kernel/drivers/i915_display/output.pdx	eDP + HDMI + DP-alt output routing + KIND_DISPLAY_OUTPUT (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M5-002	R36.M5-002 eDP + HDMI + DP-alt output routing + KIND_DISPLAY_OUTPUT #2	M	R36-M1-001	src/kernel/drivers/i915_display/output.pdx	eDP + HDMI + DP-alt output routing + KIND_DISPLAY_OUTPUT (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M6-001	R36.M6-001 Hotplug detection + edid probe + KIND_DISPLAY_MODE #1	M	R36-M1-001	src/kernel/drivers/i915_display/hotplug.pdx	Hotplug detection + edid probe + KIND_DISPLAY_MODE (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M6-002	R36.M6-002 Hotplug detection + edid probe + KIND_DISPLAY_MODE #2	M	R36-M1-001	src/kernel/drivers/i915_display/hotplug.pdx	Hotplug detection + edid probe + KIND_DISPLAY_MODE (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M7-001	R36.M7-001 PSR2 panel self-refresh (R13 defer if flaky) #1	M	R36-M1-001	src/kernel/drivers/i915_display/psr2.pdx	PSR2 panel self-refresh (R13 defer if flaky) (auto-scaffold; refine at body-drafting)
paideia-os	r36-display-substrate	R36	R36-M8-001	R36.M8-001 QEMU virtio-gpu fixture + T14 hw-smoke-r36.md #1	M	R36-M1-001	tools/hw-smoke-r36.md	QEMU virtio-gpu fixture + T14 hw-smoke-r36.md (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M1-001	R37.M1-001 GT reset + engine reset per-engine #1	M	R36-M8-001	src/kernel/drivers/i915_gpu/reset.pdx	GT reset + engine reset per-engine (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M1-002	R37.M1-002 GT reset + engine reset per-engine #2	M	R37-M1-001	src/kernel/drivers/i915_gpu/reset.pdx	GT reset + engine reset per-engine (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M1-003	R37.M1-003 GT reset + engine reset per-engine #3	M	R37-M1-001	src/kernel/drivers/i915_gpu/reset.pdx	GT reset + engine reset per-engine (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M1-004	R37.M1-004 GT reset + engine reset per-engine #4	M	R37-M1-001	src/kernel/drivers/i915_gpu/reset.pdx	GT reset + engine reset per-engine (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M2-001	R37.M2-001 GTT + PPGTT + KIND_GPU_VM #1	M	R37-M1-001	src/kernel/drivers/i915_gpu/gtt.pdx src/kernel/core/cap/kind_gpu_vm.pdx	GTT + PPGTT + KIND_GPU_VM (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M2-002	R37.M2-002 GTT + PPGTT + KIND_GPU_VM #2	M	R37-M1-001	src/kernel/drivers/i915_gpu/gtt.pdx src/kernel/core/cap/kind_gpu_vm.pdx	GTT + PPGTT + KIND_GPU_VM (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M2-003	R37.M2-003 GTT + PPGTT + KIND_GPU_VM #3	M	R37-M1-001	src/kernel/drivers/i915_gpu/gtt.pdx src/kernel/core/cap/kind_gpu_vm.pdx	GTT + PPGTT + KIND_GPU_VM (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M2-004	R37.M2-004 GTT + PPGTT + KIND_GPU_VM #4	M	R37-M1-001	src/kernel/drivers/i915_gpu/gtt.pdx src/kernel/core/cap/kind_gpu_vm.pdx	GTT + PPGTT + KIND_GPU_VM (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M3-001	R37.M3-001 BO allocator + KIND_GPU_BO (dma-buf equivalent) #1	M	R37-M1-001	src/kernel/drivers/i915_gpu/bo.pdx	BO allocator + KIND_GPU_BO (dma-buf equivalent) (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M3-002	R37.M3-002 BO allocator + KIND_GPU_BO (dma-buf equivalent) #2	M	R37-M1-001	src/kernel/drivers/i915_gpu/bo.pdx	BO allocator + KIND_GPU_BO (dma-buf equivalent) (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M3-003	R37.M3-003 BO allocator + KIND_GPU_BO (dma-buf equivalent) #3	M	R37-M1-001	src/kernel/drivers/i915_gpu/bo.pdx	BO allocator + KIND_GPU_BO (dma-buf equivalent) (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M3-004	R37.M3-004 BO allocator + KIND_GPU_BO (dma-buf equivalent) #4	M	R37-M1-001	src/kernel/drivers/i915_gpu/bo.pdx	BO allocator + KIND_GPU_BO (dma-buf equivalent) (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M4-001	R37.M4-001 LRC per engine + KIND_GPU_CONTEXT #1	M	R37-M1-001	src/kernel/drivers/i915_gpu/lrc.pdx	LRC per engine + KIND_GPU_CONTEXT (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M4-002	R37.M4-002 LRC per engine + KIND_GPU_CONTEXT #2	M	R37-M1-001	src/kernel/drivers/i915_gpu/lrc.pdx	LRC per engine + KIND_GPU_CONTEXT (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M4-003	R37.M4-003 LRC per engine + KIND_GPU_CONTEXT #3	M	R37-M1-001	src/kernel/drivers/i915_gpu/lrc.pdx	LRC per engine + KIND_GPU_CONTEXT (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M4-004	R37.M4-004 LRC per engine + KIND_GPU_CONTEXT #4	M	R37-M1-001	src/kernel/drivers/i915_gpu/lrc.pdx	LRC per engine + KIND_GPU_CONTEXT (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M5-001	R37.M5-001 Execlists submission + KIND_GPU_SUBMIT #1	M	R37-M1-001	src/kernel/drivers/i915_gpu/execlist.pdx	Execlists submission + KIND_GPU_SUBMIT (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M5-002	R37.M5-002 Execlists submission + KIND_GPU_SUBMIT #2	M	R37-M1-001	src/kernel/drivers/i915_gpu/execlist.pdx	Execlists submission + KIND_GPU_SUBMIT (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M5-003	R37.M5-003 Execlists submission + KIND_GPU_SUBMIT #3	M	R37-M1-001	src/kernel/drivers/i915_gpu/execlist.pdx	Execlists submission + KIND_GPU_SUBMIT (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M5-004	R37.M5-004 Execlists submission + KIND_GPU_SUBMIT #4	M	R37-M1-001	src/kernel/drivers/i915_gpu/execlist.pdx	Execlists submission + KIND_GPU_SUBMIT (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M6-001	R37.M6-001 GPU timeline derived over KIND_HW_TIMELINE + KIND_GPU_TIMELINE #1	M	R37-M1-001	src/kernel/core/cap/kind_gpu_timeline.pdx	GPU timeline derived over KIND_HW_TIMELINE + KIND_GPU_TIMELINE (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M6-002	R37.M6-002 GPU timeline derived over KIND_HW_TIMELINE + KIND_GPU_TIMELINE #2	M	R37-M1-001	src/kernel/core/cap/kind_gpu_timeline.pdx	GPU timeline derived over KIND_HW_TIMELINE + KIND_GPU_TIMELINE (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M6-003	R37.M6-003 GPU timeline derived over KIND_HW_TIMELINE + KIND_GPU_TIMELINE #3	M	R37-M1-001	src/kernel/core/cap/kind_gpu_timeline.pdx	GPU timeline derived over KIND_HW_TIMELINE + KIND_GPU_TIMELINE (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M7-001	R37.M7-001 GuC firmware loader (dual-signature per D1.a) #1	M	R37-M1-001	src/kernel/drivers/i915_gpu/guc_loader.pdx	GuC firmware loader (dual-signature per D1.a) (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M7-002	R37.M7-002 GuC firmware loader (dual-signature per D1.a) #2	M	R37-M1-001	src/kernel/drivers/i915_gpu/guc_loader.pdx	GuC firmware loader (dual-signature per D1.a) (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M7-003	R37.M7-003 GuC firmware loader (dual-signature per D1.a) #3	M	R37-M1-001	src/kernel/drivers/i915_gpu/guc_loader.pdx	GuC firmware loader (dual-signature per D1.a) (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M7-004	R37.M7-004 GuC firmware loader (dual-signature per D1.a) #4	M	R37-M1-001	src/kernel/drivers/i915_gpu/guc_loader.pdx	GuC firmware loader (dual-signature per D1.a) (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M8-001	R37.M8-001 HuC firmware loader (dual-signature) #1	M	R37-M1-001	src/kernel/drivers/i915_gpu/huc_loader.pdx	HuC firmware loader (dual-signature) (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M8-002	R37.M8-002 HuC firmware loader (dual-signature) #2	M	R37-M1-001	src/kernel/drivers/i915_gpu/huc_loader.pdx	HuC firmware loader (dual-signature) (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M8-003	R37.M8-003 HuC firmware loader (dual-signature) #3	M	R37-M1-001	src/kernel/drivers/i915_gpu/huc_loader.pdx	HuC firmware loader (dual-signature) (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M9-001	R37.M9-001 Hang detect + per-engine reset recovery #1	M	R37-M1-001	src/kernel/drivers/i915_gpu/hang.pdx	Hang detect + per-engine reset recovery (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M9-002	R37.M9-002 Hang detect + per-engine reset recovery #2	M	R37-M1-001	src/kernel/drivers/i915_gpu/hang.pdx	Hang detect + per-engine reset recovery (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M9-003	R37.M9-003 Hang detect + per-engine reset recovery #3	M	R37-M1-001	src/kernel/drivers/i915_gpu/hang.pdx	Hang detect + per-engine reset recovery (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M10-001	R37.M10-001 QEMU virtio-gpu structural witness + T14 hw-smoke-r37.md #1	M	R37-M1-001	tools/hw-smoke-r37.md	QEMU virtio-gpu structural witness + T14 hw-smoke-r37.md (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M10-002	R37.M10-002 QEMU virtio-gpu structural witness + T14 hw-smoke-r37.md #2	M	R37-M1-001	tools/hw-smoke-r37.md	QEMU virtio-gpu structural witness + T14 hw-smoke-r37.md (auto-scaffold; refine at body-drafting)
paideia-os	r37-gpu-execution	R37	R37-M10-003	R37.M10-003 QEMU virtio-gpu structural witness + T14 hw-smoke-r37.md #3	M	R37-M1-001	tools/hw-smoke-r37.md	QEMU virtio-gpu structural witness + T14 hw-smoke-r37.md (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M1-001	R38.M1-001 CNVi transport + KIND_WIFI_PHY (blob-driver, D1.b domain) #1	M	R29 blob-policy + R32 crypto	src/kernel/drivers/wifi/cnvi_transport.pdx	CNVi transport + KIND_WIFI_PHY (blob-driver, D1.b domain) (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M1-002	R38.M1-002 CNVi transport + KIND_WIFI_PHY (blob-driver, D1.b domain) #2	M	R38-M1-001	src/kernel/drivers/wifi/cnvi_transport.pdx	CNVi transport + KIND_WIFI_PHY (blob-driver, D1.b domain) (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M1-003	R38.M1-003 CNVi transport + KIND_WIFI_PHY (blob-driver, D1.b domain) #3	M	R38-M1-001	src/kernel/drivers/wifi/cnvi_transport.pdx	CNVi transport + KIND_WIFI_PHY (blob-driver, D1.b domain) (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M1-004	R38.M1-004 CNVi transport + KIND_WIFI_PHY (blob-driver, D1.b domain) #4	M	R38-M1-001	src/kernel/drivers/wifi/cnvi_transport.pdx	CNVi transport + KIND_WIFI_PHY (blob-driver, D1.b domain) (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M2-001	R38.M2-001 UMAC firmware loader (dual-signature per D1.a) + boot handshake #1	M	R38-M1-001	src/kernel/drivers/wifi/umac_loader.pdx	UMAC firmware loader (dual-signature per D1.a) + boot handshake (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M2-002	R38.M2-002 UMAC firmware loader (dual-signature per D1.a) + boot handshake #2	M	R38-M1-001	src/kernel/drivers/wifi/umac_loader.pdx	UMAC firmware loader (dual-signature per D1.a) + boot handshake (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M2-003	R38.M2-003 UMAC firmware loader (dual-signature per D1.a) + boot handshake #3	M	R38-M1-001	src/kernel/drivers/wifi/umac_loader.pdx	UMAC firmware loader (dual-signature per D1.a) + boot handshake (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M2-004	R38.M2-004 UMAC firmware loader (dual-signature per D1.a) + boot handshake #4	M	R38-M1-001	src/kernel/drivers/wifi/umac_loader.pdx	UMAC firmware loader (dual-signature per D1.a) + boot handshake (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M3-001	R38.M3-001 802.11 MAC state machine + KIND_WIFI_VIF #1	M	R38-M1-001	src/kernel/drivers/wifi/mac_fsm.pdx	802.11 MAC state machine + KIND_WIFI_VIF (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M3-002	R38.M3-002 802.11 MAC state machine + KIND_WIFI_VIF #2	M	R38-M1-001	src/kernel/drivers/wifi/mac_fsm.pdx	802.11 MAC state machine + KIND_WIFI_VIF (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M3-003	R38.M3-003 802.11 MAC state machine + KIND_WIFI_VIF #3	M	R38-M1-001	src/kernel/drivers/wifi/mac_fsm.pdx	802.11 MAC state machine + KIND_WIFI_VIF (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M3-004	R38.M3-004 802.11 MAC state machine + KIND_WIFI_VIF #4	M	R38-M1-001	src/kernel/drivers/wifi/mac_fsm.pdx	802.11 MAC state machine + KIND_WIFI_VIF (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M4-001	R38.M4-001 WPA3-SAE handshake + KIND_WIFI_KEY (sealed) #1	M	R38-M1-001	src/kernel/drivers/wifi/sae.pdx	WPA3-SAE handshake + KIND_WIFI_KEY (sealed) (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M4-002	R38.M4-002 WPA3-SAE handshake + KIND_WIFI_KEY (sealed) #2	M	R38-M1-001	src/kernel/drivers/wifi/sae.pdx	WPA3-SAE handshake + KIND_WIFI_KEY (sealed) (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M4-003	R38.M4-003 WPA3-SAE handshake + KIND_WIFI_KEY (sealed) #3	M	R38-M1-001	src/kernel/drivers/wifi/sae.pdx	WPA3-SAE handshake + KIND_WIFI_KEY (sealed) (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M5-001	R38.M5-001 802.11ax HE-MCS + rate control #1	M	R38-M1-001	src/kernel/drivers/wifi/rate.pdx	802.11ax HE-MCS + rate control (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M5-002	R38.M5-002 802.11ax HE-MCS + rate control #2	M	R38-M1-001	src/kernel/drivers/wifi/rate.pdx	802.11ax HE-MCS + rate control (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M5-003	R38.M5-003 802.11ax HE-MCS + rate control #3	M	R38-M1-001	src/kernel/drivers/wifi/rate.pdx	802.11ax HE-MCS + rate control (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M6-001	R38.M6-001 Regulatory database + country-code enforcement #1	M	R38-M1-001	src/kernel/drivers/wifi/regulatory.pdx	Regulatory database + country-code enforcement (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M6-002	R38.M6-002 Regulatory database + country-code enforcement #2	M	R38-M1-001	src/kernel/drivers/wifi/regulatory.pdx	Regulatory database + country-code enforcement (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M6-003	R38.M6-003 Regulatory database + country-code enforcement #3	M	R38-M1-001	src/kernel/drivers/wifi/regulatory.pdx	Regulatory database + country-code enforcement (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M7-001	R38.M7-001 Scan transaction + KIND_WIFI_SCAN_TXN #1	M	R38-M1-001	src/kernel/drivers/wifi/scan.pdx	Scan transaction + KIND_WIFI_SCAN_TXN (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M7-002	R38.M7-002 Scan transaction + KIND_WIFI_SCAN_TXN #2	M	R38-M1-001	src/kernel/drivers/wifi/scan.pdx	Scan transaction + KIND_WIFI_SCAN_TXN (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M7-003	R38.M7-003 Scan transaction + KIND_WIFI_SCAN_TXN #3	M	R38-M1-001	src/kernel/drivers/wifi/scan.pdx	Scan transaction + KIND_WIFI_SCAN_TXN (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M8-001	R38.M8-001 Beacon parsing + association state machine #1	M	R38-M1-001	src/kernel/drivers/wifi/assoc.pdx	Beacon parsing + association state machine (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M8-002	R38.M8-002 Beacon parsing + association state machine #2	M	R38-M1-001	src/kernel/drivers/wifi/assoc.pdx	Beacon parsing + association state machine (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M8-003	R38.M8-003 Beacon parsing + association state machine #3	M	R38-M1-001	src/kernel/drivers/wifi/assoc.pdx	Beacon parsing + association state machine (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M9-001	R38.M9-001 Wi-Fi supervisor userspace service #1	M	R38-M1-001	src/user/wifi_supervisor/*.pdx	Wi-Fi supervisor userspace service (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M9-002	R38.M9-002 Wi-Fi supervisor userspace service #2	M	R38-M1-001	src/user/wifi_supervisor/*.pdx	Wi-Fi supervisor userspace service (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M9-003	R38.M9-003 Wi-Fi supervisor userspace service #3	M	R38-M1-001	src/user/wifi_supervisor/*.pdx	Wi-Fi supervisor userspace service (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M10-001	R38.M10-001 AX210 discrete PCIe fallback path (R6 mitigation) #1	M	R38-M1-001	src/kernel/drivers/wifi/ax210_fallback.pdx	AX210 discrete PCIe fallback path (R6 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M10-002	R38.M10-002 AX210 discrete PCIe fallback path (R6 mitigation) #2	M	R38-M1-001	src/kernel/drivers/wifi/ax210_fallback.pdx	AX210 discrete PCIe fallback path (R6 mitigation) (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M11-001	R38.M11-001 QEMU synth-mac80211 fixture + T14 hw-smoke-r38.md #1	M	R38-M1-001	tools/hw-smoke-r38.md	QEMU synth-mac80211 fixture + T14 hw-smoke-r38.md (auto-scaffold; refine at body-drafting)
paideia-os	r38-wifi-ax211	R38	R38-M11-002	R38.M11-002 QEMU synth-mac80211 fixture + T14 hw-smoke-r38.md #2	M	R38-M1-001	tools/hw-smoke-r38.md	QEMU synth-mac80211 fixture + T14 hw-smoke-r38.md (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M1-001	R39.M1-001 BT HCI transport over Intel CNVi + KIND_BT_ADAPTER + KIND_BT_HCI_CHANNEL #1	M	R38 shared CNVi	src/kernel/drivers/bt/hci_cnvi.pdx	BT HCI transport over Intel CNVi + KIND_BT_ADAPTER + KIND_BT_HCI_CHANNEL (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M1-002	R39.M1-002 BT HCI transport over Intel CNVi + KIND_BT_ADAPTER + KIND_BT_HCI_CHANNEL #2	M	R39-M1-001	src/kernel/drivers/bt/hci_cnvi.pdx	BT HCI transport over Intel CNVi + KIND_BT_ADAPTER + KIND_BT_HCI_CHANNEL (auto-scaffold; refine at body-drafting)
paideia-os	r39-bluetooth	R39	R39-M1-003	R39.M1-003 BT HCI transport over Intel CNVi + KIND_BT_ADAPTER + KIND_BT_HCI_CHANNEL #3	M	R39-M1-001	src/kernel/drivers/bt/hci_cnvi.pdx	BT HCI transport over Intel CNVi + KIND_BT_ADAPTER + KIND_BT_HCI_CHANNEL (auto-scaffold; refine at body-drafting)
